Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Customer State,Zip Code,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
16102,5/29/08,Not Specified,25,13255.93,0.02,Delivery Truck,4089.27,500.98,26,Aaron Hawkins,Georgia,30002,South,Home Office,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum,0.6,5/31/08
16103,12/30/10,Not Specified,22,426.7,0.06,Regular Air,104.77,19.84,4.1,Maria Zettner,Georgia,30002,South,Corporate,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,0.44,1/1/11
16103,12/30/10,Not Specified,31,217.14,0,Regular Air,-62.97,6.48,6.22,Maria Zettner,Georgia,30002,South,Corporate,Office Supplies,Paper,Xerox 1894,Small Box,0.37,1/1/11
16128,10/22/09,High,46,2968.66,0.07,Regular Air,1077.49,63.94,14.48,Michael Grace,Florida,32119,South,Corporate,Furniture,Office Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",Small Box,0.46,10/22/09
16132,4/13/11,Medium,26,519.96,0.07,Regular Air,169.439,21.38,2.99,Clay Cheatham,Wisconsin,53006,Central,Small Business,Office Supplies,Binders and Binder Accessories,Acco D-Ring Binder w/DublLock®,Small Box,0.36,4/14/11
16133,3/11/08,Critical,16,3083.04,0.06,Delivery Truck,872.13,200.97,15.59,Erin Mull,Alabama,36922,South,Small Business,Technology,Office Machines,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Jumbo Drum,0.36,3/11/08
16133,3/11/08,Critical,1,27.96,0.17,Regular Air,-9.13,14.89,13.56,Matt Abelman,Mass,2139,East,Small Business,Furniture,Office Furnishings,Tensor Computer Mounted Lamp,Large Box,0.58,3/13/08
16134,5/6/11,High,43,21921.28,0.04,Delivery Truck,10521.33,500.98,28.14,Nathan Mautz,Alabama,35077,South,Home Office,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,0.38,5/8/11
16160,1/6/10,Critical,50,514.86,0.09,Regular Air,-53.18,10.89,4.5,Larry Hughes,Delaware,19885,East,Home Office,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,1/7/10
16161,1/12/11,Medium,49,2692.6895,0.03,Regular Air,768.321,65.99,4.2,Kristina Nunn,Arizona,86409,West,Consumer,Technology,Telephones and Communication,6162i,Small Box,0.55,1/13/11
16161,1/12/11,Medium,38,151.19,0.03,Regular Air,60.63,3.78,0.71,Kristina Nunn,Arizona,86409,West,Consumer,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.39,1/14/11
16164,6/19/10,Low,26,2354.15,0.03,Delivery Truck,774.79,90.97,14,Eva Jacobs,Washington,98103,West,Home Office,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.36,6/23/10
16164,6/19/10,Low,26,69.38,0.08,Regular Air,-70.73,2.52,4.28,Eva Jacobs,Washington,98103,West,Home Office,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Wrap Bag,0.44,6/26/10
16164,6/19/10,Low,22,3353.54,0.07,Regular Air,1189.96,162.93,19.99,Eva Jacobs,Washington,98103,West,Home Office,Office Supplies,Envelopes,Multimedia Mailers,Small Box,0.39,6/28/10
16165,1/5/09,Not Specified,19,3555.29,0.09,Express Air,183.28,193.17,19.99,Hallie Redmond,South Carolina,29907,South,Small Business,Office Supplies,Storage & Organization,Fellowes Staxonsteel® Drawer Files,Small Box,0.71,1/5/09
16165,1/5/09,Not Specified,24,1452.48,0.07,Express Air,376.52,62.18,10.84,Hallie Redmond,South Carolina,29907,South,Small Business,Furniture,Office Furnishings,Deflect-o Glass Clear Studded Chair Mats,Medium Box,0.63,1/6/09
16165,1/5/09,Not Specified,4,136.68,0.01,Express Air,-125.16,30.73,4,Hallie Redmond,South Carolina,29907,South,Small Business,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,1/7/09
16166,7/17/08,Critical,36,78.51,0.09,Regular Air,-10.06,2.18,1.38,Anthony Rawles,Illinois,62999,Central,Small Business,Office Supplies,Rubber Bands,Advantus Push Pins,Wrap Bag,0.44,7/18/08
16193,9/24/10,Not Specified,29,1364.8025,0.07,Regular Air,-183.678,55.99,5,Frank Price,Mass,1001,East,Corporate,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,9/26/10
16193,9/24/10,Not Specified,8,300.2,0,Regular Air,6.41000000000001,34.76,8.22,Frank Price,Mass,1001,East,Corporate,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57,9/26/10
16194,3/23/09,Not Specified,24,2435.5135,0.08,Regular Air,315.486,125.99,4.2,Benjamin Venier,Maryland,21794,South,Small Business,Technology,Telephones and Communication,V3682,Small Box,0.59,3/25/09
16196,4/5/08,High,39,3925.9715,0.06,Regular Air,671.949,125.99,8.8,Magdelene Morse,Utah,84121,West,Home Office,Technology,Telephones and Communication,StarTAC 6500,Small Box,0.59,4/6/08
16196,4/5/08,High,44,14521.39,0.03,Regular Air,5034.15,320.98,24.49,Magdelene Morse,Utah,84121,West,Home Office,Furniture,Chairs & Chairmats,Hon Pagoda™ Stacking Chairs,Large Box,0.55,4/7/08
16197,4/12/11,Critical,23,218.71,0,Express Air,67.23,9.11,2.15,Katherine Hughes,Idaho,83877,West,Consumer,Office Supplies,Paper,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Wrap Bag,0.4,4/12/11
16197,4/12/11,Critical,19,103.68,0.08,Regular Air,-58.16,5.28,5.85,Katherine Hughes,Idaho,83877,West,Consumer,Office Supplies,Paper,Xerox 1972,Small Box,0.4,4/13/11
16225,11/12/07,Critical,30,550.29,0.03,Regular Air,-82.5,17.7,9.47,Tanja Norvell,Utah,84631,West,Consumer,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,Small Box,0.59,11/14/07
16229,9/13/07,High,27,1068.7,0.04,Regular Air,-89.5,40.98,6.5,Nora Paige,Texas,88595,Central,Small Business,Technology,Computer Peripherals,Targus USB Numeric Keypad,Small Box,0.74,9/14/07
16229,9/13/07,High,19,568.7435,0.05,Regular Air,143.793,35.99,3.3,Nora Paige,Texas,88595,Central,Small Business,Technology,Telephones and Communication,Accessory9,Small Pack,0.39,9/15/07
16230,8/13/08,Low,2,13.3,0.09,Regular Air,-7.86,7.31,0.49,Sonia Sunley,Michigan,49971,Central,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38,8/15/08
16230,8/13/08,Low,27,3379.01,0.06,Delivery Truck,-801.09,130.98,54.74,Sonia Sunley,Michigan,49971,Central,Corporate,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,8/15/08
16230,8/13/08,Low,40,4538.66,0,Regular Air,506.86,111.03,8.64,Sonia Sunley,Michigan,49971,Central,Corporate,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers,Small Box,0.78,8/18/08
16230,8/13/08,Low,15,687.52,0.08,Regular Air,223.76,48.91,5.81,Sonia Sunley,Michigan,49971,Central,Corporate,Office Supplies,Paper,Xerox 1891,Small Box,0.38,8/20/08
16231,2/19/11,Low,20,2506.38,0.07,Delivery Truck,-349.97,124.49,51.94,Harold Engle,Michigan,49634,Central,Consumer,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,2/24/11
16257,10/20/10,Not Specified,16,102.73,0.03,Regular Air,16.33,5.98,2.5,Greg Maxwell,Arizona,85003,West,Home Office,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,Small Box,0.36,10/21/10
16258,12/20/09,Medium,1,9.69,0.05,Regular Air,-6.78,4.98,4.72,Nona Balk,Virginia,23664,South,Corporate,Office Supplies,Paper,Xerox 1949,Small Box,0.36,12/21/09
16258,12/20/09,Medium,48,331.99,0.03,Regular Air,45.31,7.08,2.35,Nona Balk,Virginia,23664,South,Corporate,Office Supplies,Pens & Art Supplies,SANFORD Major Accent™ Highlighters,Wrap Bag,0.47,12/22/09
16260,4/29/10,High,47,14960.096,0.01,Delivery Truck,2920,400.98,42.52,Cari MacIntyre,Virginia,23970,South,Corporate,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.71,4/30/10
16262,6/17/09,Low,11,62.84,0.06,Express Air,9.53,5.18,2.04,Linda Southworth,Wisconsin,53001,Central,Consumer,Office Supplies,Paper,Array® Memo Cubes,Wrap Bag,0.36,6/24/09
16289,12/31/08,High,49,5610.612,0.01,Regular Air,2040.867,125.99,2.5,John Lee,Texas,79080,Central,Corporate,Technology,Telephones and Communication,V2397,Small Box,0.58,1/2/09
16289,12/31/08,High,37,426.64,0.09,Regular Air,96.95,12.22,2.85,John Lee,Texas,79080,Central,Corporate,Furniture,Office Furnishings,Aluminum Document Frame,Small Pack,0.55,1/2/09
16291,9/22/09,Not Specified,31,894.64,0.01,Regular Air,-27.79,27.42,19.46,Gary Hansen,Utah,84663,West,Consumer,Furniture,Office Furnishings,Howard Miller Distant Time Traveler Alarm Clock,Small Box,0.44,9/23/09
16320,4/5/10,Not Specified,17,1856.9695,0,Regular Air,176.868,125.99,8.08,Filia McAdams,Arizona,86556,West,Small Business,Technology,Telephones and Communication,M3682,Small Box,0.57,4/7/10
16321,3/17/08,Not Specified,50,7156.56,0.03,Regular Air,1871.26,142.86,19.99,Roy Skaria,Illinois,60406,Central,Corporate,Office Supplies,Storage & Organization,Letter Size Cart,Small Box,0.56,3/19/08
16326,10/24/08,High,39,147.46,0.06,Regular Air,14.13,3.71,1.93,Bill Donatelli,New York,14925,East,Corporate,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",Wrap Bag,0.35,10/24/08
16326,10/24/08,High,39,1538.33,0.03,Regular Air,471.35,39.48,1.99,Bill Donatelli,New York,14925,East,Corporate,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,10/26/08
16352,1/14/11,Medium,16,113.25,0.03,Regular Air,-43.43,6.48,6.65,Logan Haushalter,Nebraska,68770,Central,Corporate,Office Supplies,Paper,Xerox 1966,Small Box,0.36,1/16/11
16356,1/16/10,Critical,6,157.94,0.04,Express Air,9.15,22.98,4.5,Victoria Pisteka,Texas,88595,Central,Corporate,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,Small Box,0.55,1/17/10
16359,10/29/10,Critical,8,35.28,0,Regular Air,-39.07,3.34,7.49,Grant Donatelli,Wisconsin,53081,Central,Consumer,Office Supplies,Pens & Art Supplies,"Eldon Spacemaker® Box, Quick-Snap Lid, Clear",Wrap Bag,0.54,10/29/10
16359,10/29/10,Critical,39,1343.6,0.06,Regular Air,137.86,35.89,14.72,Grant Donatelli,Wisconsin,53081,Central,Consumer,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Small Box,0.4,10/30/10
16390,9/8/10,Medium,8,86.38,0.1,Regular Air,-12.61,10.98,3.37,Frank Merwin,Idaho,83877,West,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack,0.57,9/10/10
16419,1/19/08,Not Specified,43,241.19,0.08,Regular Air,-103.65,5.78,5.67,Joy Smith,Michigan,48001,Central,Consumer,Office Supplies,Paper,Xerox 1978,Small Box,0.36,1/20/08
16422,3/25/10,Critical,40,272.01,0.01,Regular Air,-42.45,6.48,5.14,Beth Fritzler,Texas,79080,Central,Small Business,Office Supplies,Paper,Xerox 23,Small Box,0.37,3/26/10
16422,3/25/10,Critical,16,171.5,0.02,Regular Air,-20.41,10.23,4.68,Beth Fritzler,Texas,79080,Central,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Box Cutter Scissors,Small Pack,0.59,3/27/10
16423,1/20/11,Medium,19,128.21,0.05,Regular Air,-55.13,6.48,6.57,Bryan Davis,Michigan,49877,Central,Corporate,Office Supplies,Paper,Xerox 20,Small Box,0.37,1/22/11
16450,10/29/09,Medium,12,73.5,0.03,Regular Air,5.71,5.98,2.5,Dennis Bolton,New Jersey,7001,East,Small Business,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,Small Box,0.36,10/29/09
16451,1/6/08,Not Specified,9,252.79,0.09,Regular Air,58.225,30.56,2.99,Don Jones,Mass,5544,East,Corporate,Office Supplies,Binders and Binder Accessories,Surelock™ Post Binders,Small Box,0.35,1/7/08
16452,2/7/11,Medium,46,134.42,0.05,Regular Air,9.34,2.88,1.01,David Flashing,Washington,98666,West,Home Office,Office Supplies,Pens & Art Supplies,"Sanford Colorific Colored Pencils, 12/Box",Wrap Bag,0.55,2/8/11
16454,10/26/10,Medium,12,94.39,0.04,Regular Air,-29.486,7.1,6.05,Chris Selesnick,Virginia,23111,South,Home Office,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39,10/26/10
16480,5/22/08,Not Specified,14,87.23,0.09,Express Air,-69.529,5.4,7.78,Nat Gilpin,Connecticut,6928,East,Consumer,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Small Box,0.37,5/24/08
16481,8/4/09,Low,47,20265.22,0.08,Delivery Truck,6168.64,442.14,14.7,Paul Van Hugh,Ohio,43001,Central,Corporate,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Jumbo Drum,0.56,8/9/09
16481,8/4/09,Low,50,3089.06,0,Regular Air,719.26,56.96,13.22,Paul Van Hugh,Ohio,43001,Central,Corporate,Office Supplies,Appliances,"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Small Box,0.56,8/9/09
16513,2/17/09,Critical,10,1642.43,0.02,Delivery Truck,-423.2,150.89,60.2,Dennis Kane,North Carolina,28633,South,Small Business,Furniture,Chairs & Chairmats,"Global Leather & Oak Executive Chair, Burgundy",Jumbo Drum,0.77,2/18/09
16518,3/16/11,Critical,4,80.29,0.03,Regular Air,-6.57,18.97,5.21,Ken Dana,New Mexico,88134,West,Corporate,Office Supplies,Paper,Xerox 1887,Small Box,0.37,3/17/11
16518,3/16/11,Critical,36,2628.9225,0.03,Regular Air,832.194,85.99,0.99,Ken Dana,New Mexico,88134,West,Corporate,Technology,Telephones and Communication,Accessory34,Wrap Bag,0.55,3/19/11
16519,11/24/09,Medium,49,138.96,0.03,Regular Air,19.87,2.88,0.7,Alan Hwang,Virginia,20101,South,Small Business,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.56,11/26/09
16519,11/24/09,Medium,39,158.97,0.08,Regular Air,-30.268,4.18,2.99,Alan Hwang,Virginia,20101,South,Small Business,Office Supplies,Binders and Binder Accessories,Avery® Durable Slant Ring Binders With Label Holder,Small Box,0.37,11/26/09
16545,10/23/08,Not Specified,1,4.99,0.04,Regular Air,-3.06,3.68,1.32,Carlos Soltero,Michigan,49822,Central,Small Business,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",Wrap Bag,0.83,10/25/08
16545,10/23/08,Not Specified,10,50.97,0.09,Regular Air,4.45,5.16,0.73,Carlos Soltero,Michigan,49822,Central,Small Business,Office Supplies,Pens & Art Supplies,Colorific® Watercolor Pencils,Wrap Bag,0.56,10/25/08
16547,8/5/07,Not Specified,8,1749.64,0.04,Delivery Truck,-592.48,218.75,69.64,Ken Dana,New Mexico,88134,West,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,8/5/07
16547,8/5/07,Not Specified,30,10554.63,0.09,Delivery Truck,1240.25,355.98,58.92,Ken Dana,New Mexico,88134,West,Corporate,Furniture,Chairs & Chairmats,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Jumbo Drum,0.64,8/7/07
16548,7/22/10,Not Specified,22,75.19,0.06,Regular Air,-59.12,3.28,3.97,Darren Budd,Texas,73301,Central,Consumer,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,7/24/10
16548,7/22/10,Not Specified,40,3028.86,0.04,Regular Air,-1815.14,71.37,69,Darren Budd,Texas,73301,Central,Consumer,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.68,7/24/10
16579,5/28/09,Not Specified,33,63.96,0.05,Regular Air,-13.708,1.88,1.49,Saphhira Shifley,Washington,98625,West,Consumer,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.37,5/29/09
16579,5/28/09,Not Specified,23,177.23,0.07,Regular Air,4.94,8.14,3.12,Saphhira Shifley,Washington,98625,West,Consumer,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter® EverBold™ Pen Style Fluorescent Highlighters, 4/Pack",Wrap Bag,0.45,5/29/09
16582,3/17/10,Critical,26,6766.856,0.02,Delivery Truck,1753.03,320.64,43.57,Katherine Nockton,Maryland,21230,South,Home Office,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Jumbo Box,0.63,3/19/10
16610,3/26/08,High,19,659.13,0.09,Regular Air,187.57,35.94,6.66,Thomas Boland,Colorado,81124,West,Corporate,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Small Box,0.4,3/28/08
16612,7/31/07,High,45,3699.22,0.05,Delivery Truck,565.18,80.97,30.06,Sally Matthias,Mass,2139,East,Home Office,Technology,Office Machines,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Jumbo Box,0.4,8/1/07
16612,7/31/07,High,6,48.93,0,Regular Air,-38.72,6.48,10.05,Sally Matthias,Mass,2139,East,Home Office,Office Supplies,Paper,Xerox 1997,Small Box,0.37,8/2/07
16613,6/9/09,High,28,51.14,0.08,Regular Air,-81.96,1.74,4.08,Nancy Lomonaco,Utah,84014,West,Home Office,Furniture,Office Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Small Pack,0.53,6/11/09
16640,1/10/09,Low,6,652.33,0.09,Delivery Truck,-227.51,113.98,30,Stewart Visinsky,Nebraska,68016,Central,Corporate,Furniture,Chairs & Chairmats,Hon Comfortask® Task/Swivel Chairs,Jumbo Drum,0.69,1/12/09
16641,10/24/08,High,33,1209.168,0.03,Delivery Truck,-1052.79,44.43,46.59,Bryan Spruell,Georgia,31811,South,Home Office,Furniture,Tables,Hon 61000 Series Interactive Training Tables,Jumbo Box,0.67,10/25/08
16642,8/16/09,Not Specified,46,7640.225,0.07,Regular Air,2027.682,205.99,2.5,Adam Hart,Connecticut,6001,East,Corporate,Technology,Telephones and Communication,V70,Small Box,0.59,8/18/09
16643,9/25/08,Low,46,441.4,0.06,Regular Air,146.04,10.06,2.06,Quincy Jones,Alabama,36276,South,Home Office,Office Supplies,Paper,Riverleaf Stik-Withit® Designer Note Cubes®,Wrap Bag,0.39,9/29/08
16643,9/25/08,Low,40,312.63,0.01,Regular Air,167.3,7.31,0.49,Quincy Jones,Alabama,36276,South,Home Office,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38,9/29/08
16674,10/13/09,Low,49,1959.43,0.09,Regular Air,467.72,42.98,4.62,Robert Barroso,California,96121,West,Small Business,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,Small Box,0.56,10/20/09
16674,10/13/09,Low,39,14072.64,0.02,Delivery Truck,2177.54,355.98,58.92,Robert Barroso,California,96121,West,Small Business,Furniture,Chairs & Chairmats,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Jumbo Drum,0.64,10/22/09
16676,9/3/07,High,39,936.802,0.07,Regular Air,-12.078,28.99,8.59,Sally Hughsby,Maryland,21230,South,Consumer,Technology,Telephones and Communication,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Medium Box,0.56,9/3/07
16679,4/24/08,Low,29,6481.95,0.09,Delivery Truck,846.23,243.98,43.32,Ryan Crowe,Ohio,45999,Central,Small Business,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,0.55,4/29/08
16706,12/12/10,High,6,18.37,0.01,Regular Air,-4.06,2.78,1.2,Beth Thompson,Mass,2054,East,Corporate,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.58,12/13/10
16706,12/12/10,High,47,1943.72,0.03,Regular Air,-1003.58,41.47,34.2,Beth Thompson,Mass,2054,East,Corporate,Furniture,Office Furnishings,Eldon Econocleat® Chair Mats for Low Pile Carpets,Wrap Bag,0.73,12/13/10
16706,12/12/10,High,49,6175.777,0.07,Express Air,1881.576,155.99,3.9,Beth Thompson,Mass,2054,East,Corporate,Technology,Telephones and Communication,T39m,Small Box,0.55,12/14/10
16709,3/23/11,High,3,24.36,0.07,Regular Air,-13.01,6.48,5.74,Giulietta Dortch,Georgia,39901,South,Small Business,Office Supplies,Paper,Xerox 1994,Small Box,0.37,3/25/11
16710,10/8/09,High,47,5549.79,0.09,Delivery Truck,1300.8,145.45,17.85,Alex Grayson,Colorado,80230,West,Consumer,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56,10/10/09
16711,10/10/10,Not Specified,3,3.96,0.1,Regular Air,-1.72,1.14,0.7,Jeremy Farry,Arizona,85233,West,Small Business,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag,0.38,10/12/10
16737,12/4/09,Not Specified,15,1390.49,0.01,Regular Air,366.8,90.48,19.99,Toby Grace,Georgia,30002,South,Home Office,Office Supplies,Envelopes,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Small Box,0.4,12/5/09
16741,3/16/09,Medium,6,157.97,0.01,Regular Air,-42.38,22.84,16.87,Nicole Hansen,New Jersey,7001,East,Small Business,Office Supplies,Paper,Xerox 1982,Small Box,0.39,3/17/09
16768,1/9/08,High,9,101.47,0.03,Regular Air,-18.64,10.89,4.5,Andrew Allen,Illinois,60001,Central,Corporate,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59,1/10/08
16770,6/23/07,Critical,17,37.06,0.03,Regular Air,0.609999999999999,2.1,0.7,Muhammed Yedwab,New York,14709,East,Consumer,Office Supplies,Pens & Art Supplies,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",Wrap Bag,0.57,6/24/07
16771,3/14/08,High,42,1737.06,0.02,Regular Air,339.17,39.98,9.2,Dan Lawera,Virginia,23664,South,Corporate,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,0.65,3/16/08
16772,6/12/11,High,38,95.71,0.04,Regular Air,32.81,2.61,0.5,Alex Russell,South Carolina,29808,South,Home Office,Office Supplies,Labels,Avery 479,Small Box,0.39,6/14/11
16775,5/9/11,Low,49,2469.15,0.04,Regular Air,1244.81,48.94,5.86,Natalie Webber,Ohio,43002,Central,Corporate,Office Supplies,Paper,Xerox 1916,Small Box,0.35,5/13/11
16802,10/4/09,Medium,44,302.59,0.05,Express Air,-124.44,6.68,6.93,Nora Price,New York,14210,East,Home Office,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Small Box,0.37,10/5/09
16802,10/4/09,Medium,26,2703.45,0.01,Regular Air,-445.04,95.99,35,Nora Price,New York,14210,East,Home Office,Office Supplies,Storage & Organization,Safco Industrial Wire Shelving,Large Box,0.82,10/6/09
16804,8/25/10,High,36,218.6,0.05,Express Air,-46.43,5.78,4.96,Ed Ludwig,Utah,84001,West,Consumer,Office Supplies,Paper,Xerox 1899,Small Box,0.36,8/26/10
16804,8/25/10,High,46,2430.34,0.08,Regular Air,752.87,55.98,13.88,Ed Ludwig,Utah,84001,West,Consumer,Office Supplies,Paper,Xerox 1882,Small Box,0.36,8/27/10
16805,6/15/10,Low,26,172.33,0.04,Regular Air,-52.21,6.48,5.74,Alice McCarthy,Idaho,83201,West,Corporate,Office Supplies,Paper,Xerox 1994,Small Box,0.37,6/17/10
16805,6/15/10,Low,29,852.75,0.08,Regular Air,358.734,30.44,1.49,Alice McCarthy,Idaho,83201,West,Corporate,Office Supplies,Binders and Binder Accessories,"Premier Elliptical Ring Binder, Black",Small Box,0.37,6/17/10
16806,12/1/08,High,4,167.37,0.1,Regular Air,-132.15,43.22,4,Vicky Freymann,Arizona,85301,West,Home Office,Technology,Computer Peripherals,"Fellowes Mobile Numeric Keypad, Graphite",Small Box,0.64,12/2/08
16806,12/1/08,High,18,1026.6385,0,Regular Air,-201.047,65.99,19.99,Vicky Freymann,Arizona,85301,West,Home Office,Technology,Telephones and Communication,iDENi80s,Small Box,0.59,12/3/08
16807,7/1/10,Medium,48,1585.6,0.08,Regular Air,632.13,35.44,4.92,Quincy Jones,Alabama,36276,South,Small Business,Office Supplies,Paper,Staples Colored Bar Computer Paper,Small Box,0.38,7/2/10
16807,7/1/10,Medium,30,215.85,0.09,Regular Air,60.95,7.4,1.71,Quincy Jones,Alabama,36276,South,Small Business,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Wrap Bag,0.4,7/3/10
16834,4/8/09,Low,33,463.42,0.08,Regular Air,14.2035,14.45,7.17,Sue Ann Reed,Ohio,44197,Central,Consumer,Office Supplies,Binders and Binder Accessories,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Small Box,0.38,4/10/09
16834,4/8/09,Low,23,158.78,0.07,Regular Air,33.26,7.04,2.17,Sue Ann Reed,Ohio,44197,Central,Consumer,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Wrap Bag,0.38,4/15/09
16837,7/7/09,Not Specified,4,997,0.09,Delivery Truck,-307.96,258.98,54.31,Jill Stevenson,Illinois,62560,Central,Consumer,Furniture,Chairs & Chairmats,Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs,Jumbo Drum,0.55,7/8/09
16864,4/15/11,Not Specified,42,12837.11,0.05,Delivery Truck,1881.76,320.64,43.57,Cindy Chapman,Arizona,85338,West,Consumer,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Jumbo Box,0.63,4/15/11
16866,7/23/10,Not Specified,43,2357.9085,0.06,Regular Air,538.488,65.99,3.99,Penelope Sewall,Ohio,45999,Central,Home Office,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,7/24/10
16897,11/30/10,Not Specified,48,107.7,0.06,Regular Air,14.97,2.21,1,Sally Hughsby,Maryland,21230,South,Consumer,Office Supplies,Pens & Art Supplies,"Quartet Alpha® White Chalk, 12/Pack",Wrap Bag,0.38,12/2/10
16897,11/30/10,Not Specified,1,379.8,0.02,Delivery Truck,-183.09,320.98,58.95,Sally Hughsby,Maryland,21230,South,Consumer,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Jumbo Drum,0.57,12/2/10
16932,9/29/08,Critical,20,127.16,0.09,Regular Air,12.88,6.7,1.56,Carlos Soltero,Michigan,49822,Central,Consumer,Office Supplies,Pens & Art Supplies,Turquoise Lead Holder with Pocket Clip,Wrap Bag,0.52,9/29/08
16932,9/29/08,Critical,25,144.84,0.09,Regular Air,-120.99,5.78,8.09,Carlos Soltero,Michigan,49822,Central,Consumer,Office Supplies,Paper,Xerox 1924,Small Box,0.36,9/30/08
16935,6/1/11,Not Specified,3,14.74,0.06,Regular Air,-2.72,4.48,1.22,Michael Grace,Florida,32119,South,Corporate,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Wrap Bag,0.36,6/2/11
